HuggingFaceID,Architecture,System,Backend,Version,Mode,Status,ErrMsg,Command,Source,FPEProbeCount,FPETopologyCount,FPEStatusCounts,FPEPhaseLatencyMs,SourceSHA
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,b60,vllm,0.20.0,agg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-0.6B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",silicon,12,3,PASS=12,"decode_end=1721.704407, decode_start=6.792396, mixed=9.648337, prefill=7.532013",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,b60,vllm,0.20.0,disagg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-0.6B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",silicon,12,3,PASS=12,"decode_end=1721.704407, decode_start=6.792396, mixed=9.648337, prefill=7.532013",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,b60,vllm,0.12.0,agg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-1.7B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",silicon,12,3,PASS=12,"decode_end=3183.288034, decode_start=12.435708, mixed=17.120513, prefill=13.213079",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,b60,vllm,0.12.0,disagg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-1.7B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",silicon,12,3,PASS=12,"decode_end=3183.288034, decode_start=12.435708, mixed=17.120513, prefill=13.213079",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,b60,vllm,0.20.0,agg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-1.7B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",silicon,12,3,PASS=12,"decode_end=2916.946435, decode_start=11.479620, mixed=17.801830, prefill=15.331050",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,b60,vllm,0.20.0,disagg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-1.7B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",silicon,12,3,PASS=12,"decode_end=2916.946435, decode_start=11.479620, mixed=17.801830, prefill=15.331050",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,b60,vllm,0.12.0,agg,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.2"", topk: 8, num_experts: 128, hidden_size: 4096, inter_size: 1536, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/b60/vllm/0.12.0","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-235B-A22B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,b60,vllm,0.12.0,disagg,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.2"", topk: 8, num_experts: 128, hidden_size: 4096, inter_size: 1536, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/b60/vllm/0.12.0","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-235B-A22B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,b60,vllm,0.20.0,agg,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.2"", topk: 8, num_experts: 128, hidden_size: 4096, inter_size: 1536, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/b60/vllm/0.20.0","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-235B-A22B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,b60,vllm,0.20.0,disagg,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.2"", topk: 8, num_experts: 128, hidden_size: 4096, inter_size: 1536, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/b60/vllm/0.20.0","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-235B-A22B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,b60,vllm,0.12.0,agg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=36, PERF_DATA_MISSING=80; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-235B-A22B-FP8"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",,116,29,"BUILD_FAILED=36, PERF_DATA_MISSING=80",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,b60,vllm,0.12.0,disagg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=54, PERF_DATA_MISSING=120; raw probes=174; topologies=58; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-235B-A22B-FP8"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",,174,58,"BUILD_FAILED=54, PERF_DATA_MISSING=120",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,b60,vllm,0.20.0,agg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=36, PERF_DATA_MISSING=80; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-235B-A22B-FP8"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",,116,29,"BUILD_FAILED=36, PERF_DATA_MISSING=80",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,b60,vllm,0.20.0,disagg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=54, PERF_DATA_MISSING=120; raw probes=174; topologies=58; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-235B-A22B-FP8"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",,174,58,"BUILD_FAILED=54, PERF_DATA_MISSING=120",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-30B-A3B,Qwen3MoeForCausalLM,b60,vllm,0.12.0,agg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-30B-A3B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",silicon,116,29,"PASS=60, PERF_DATA_MISSING=56","decode_end=15455.480408, decode_start=60.654725, mixed=236.021458, prefill=230.418277",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-30B-A3B,Qwen3MoeForCausalLM,b60,vllm,0.12.0,disagg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-30B-A3B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",silicon,116,29,"PASS=60, PERF_DATA_MISSING=56","decode_end=15455.480408, decode_start=60.654725, mixed=236.021458, prefill=230.418277",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-30B-A3B,Qwen3MoeForCausalLM,b60,vllm,0.20.0,agg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-30B-A3B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",silicon,116,29,"PASS=60, PERF_DATA_MISSING=56","decode_end=14417.291766, decode_start=56.459509, mixed=233.399039, prefill=229.775370",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-30B-A3B,Qwen3MoeForCausalLM,b60,vllm,0.20.0,disagg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-30B-A3B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",silicon,116,29,"PASS=60, PERF_DATA_MISSING=56","decode_end=14417.291766, decode_start=56.459509, mixed=233.399039, prefill=229.775370",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-30B-A3B-FP8,Qwen3MoeForCausalLM,b60,vllm,0.12.0,agg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=48, PERF_DATA_MISSING=68; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=768 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-30B-A3B-FP8"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",,116,29,"BUILD_FAILED=48, PERF_DATA_MISSING=68",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-30B-A3B-FP8,Qwen3MoeForCausalLM,b60,vllm,0.12.0,disagg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=72, PERF_DATA_MISSING=102; raw probes=174; topologies=58; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=768 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-30B-A3B-FP8"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",,174,58,"BUILD_FAILED=72, PERF_DATA_MISSING=102",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-30B-A3B-FP8,Qwen3MoeForCausalLM,b60,vllm,0.20.0,agg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=48, PERF_DATA_MISSING=68; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=768 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-30B-A3B-FP8"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",,116,29,"BUILD_FAILED=48, PERF_DATA_MISSING=68",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-30B-A3B-FP8,Qwen3MoeForCausalLM,b60,vllm,0.20.0,disagg,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=72, PERF_DATA_MISSING=102; raw probes=174; topologies=58; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=768 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-30B-A3B-FP8"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",,174,58,"BUILD_FAILED=72, PERF_DATA_MISSING=102",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-32B,Qwen3ForCausalLM,b60,vllm,0.12.0,agg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-32B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",silicon,16,4,PASS=16,"decode_end=37992.198705, decode_start=149.241754, mixed=168.775481, prefill=160.644172",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-32B,Qwen3ForCausalLM,b60,vllm,0.12.0,disagg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-32B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",silicon,16,4,PASS=16,"decode_end=37992.198705, decode_start=149.241754, mixed=168.775481, prefill=160.644172",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-32B,Qwen3ForCausalLM,b60,vllm,0.20.0,agg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-32B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",silicon,16,4,PASS=16,"decode_end=38189.408133, decode_start=149.592086, mixed=187.020430, prefill=181.939862",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-32B,Qwen3ForCausalLM,b60,vllm,0.20.0,disagg,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-32B"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",silicon,16,4,PASS=16,"decode_end=38189.408133, decode_start=149.592086, mixed=187.020430, prefill=181.939862",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-32B-FP8,Qwen3ForCausalLM,b60,vllm,0.12.0,agg,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=16; raw probes=16; topologies=4; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: GEMM perf data missing for quant 'fp8_block' at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/b60/vllm/0.12.0; available: [""bfloat16"", ""fp8""]","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-32B-FP8"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",,16,4,PERF_DATA_MISSING=16,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-32B-FP8,Qwen3ForCausalLM,b60,vllm,0.12.0,disagg,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=24; raw probes=24; topologies=8; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: GEMM perf data missing for quant 'fp8_block' at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/b60/vllm/0.12.0; available: [""bfloat16"", ""fp8""]","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-32B-FP8"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",,24,8,PERF_DATA_MISSING=24,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-32B-FP8,Qwen3ForCausalLM,b60,vllm,0.20.0,agg,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=16; raw probes=16; topologies=4; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: GEMM perf data missing for quant 'fp8_block' at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/b60/vllm/0.20.0; available: [""bfloat16"", ""fp8""]","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-32B-FP8"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",,16,4,PERF_DATA_MISSING=16,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-32B-FP8,Qwen3ForCausalLM,b60,vllm,0.20.0,disagg,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=24; raw probes=24; topologies=8; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: GEMM perf data missing for quant 'fp8_block' at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/b60/vllm/0.20.0; available: [""bfloat16"", ""fp8""]","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-32B-FP8"" --system ""b60"" --backend ""vllm"" --backend-version ""0.20.0"" --forward-model op_level --max-workers 8",,24,8,PERF_DATA_MISSING=24,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-32B-FP8-Static-PerTensor,Qwen3ForCausalLM,b60,vllm,0.12.0,agg,FAIL,Strict-native op-level FPE probes: PERF_DATA_MISSING=16; raw probes=16; topologies=4; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: perf database error: no rows loaded from 1 source(s) (first: <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/b60/vllm/0.12.0/computescale_perf.parquet),"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-32B-FP8-Static-PerTensor"" --system ""b60"" --backend ""vllm"" --backend-version ""0.12.0"" --forward-model op_level --max-workers 8",,16,4,PERF_DATA_MISSING=16,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
